,labels,sentences
199525,0,"Youthful energy?   (That was then, this is now, Things Change!)  "
3528,0,@xoVince pssht! i miss u! u don't respond to me 
584981,0,@trenchmonkey aw  they actually found the vein without a half an hour ordeal with 3 different people looking like last time
1458891,1,1
871723,1,1
1440480,1,1
411106,0,Its amazing how grimey some ppl are. Home for the night.. Whatever .. 
1304675,1,1
280314,0,@gadataguy but I wanna lounge at the pool!! 
791057,0,"@renabelle...um, why would you start on Saturday?!?  Boo!!!    Have fun in Dubai, though!  *Hugs*"
781385,0,"On the plus side, this week I did not have to deal with blood or faeces ... but I did double the other bodily fluids  Now, 2 weeks off!"
1469981,1,1
698667,0,Going to Atlanta.. damn it.  #fb
801602,1,1
1265751,1,1
1410923,1,1
1379535,1,1
41828,0,Sorry Christina about your grandma 
602436,0,I don't deel like going college today 
31290,0,Trying to fight off my support bandage so I can shower. My fankle is hurties. Ow 
1500774,1,1
729948,0, hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.
424775,0,Home alone tonight.. 
747397,0,received a letter from my mun with my new credit card..and no candy!!! 
96298,0,studying is not going well 
227188,0,today is the last bad food day... then its back to just the chai.  Good bye sugar/fat/simple carbs 
1390697,1,1
1517631,1,1
1021799,1,1
160337,0,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!! 
421726,0,"@skibbymeow: sorry, don't think so "
1078770,1,1
70853,0,@smrutis ah i totally want to see Moon! imdb says it's not released until Sept?! 
881456,1,1
942518,1,1
1168621,1,1
1452668,1,1
802086,1,1
778791,0,well that feel a bit better but still lyin in hospital 
1190877,1,1
1119922,1,1
113068,0,Dr. R.J.C. Pandian seems to be taking a long time with each patient ... Whats going on ...??? Waiting in Q ... Bored at hospital ... 
477212,0,and it looks like the rain's just about to start 
1350997,1,1
1513144,1,1
1258366,1,1
1102621,1,1
91833,0,just finished seeing Keeping up with the Kardashians..loved it. hilarious. now watching the ending of The sound of music..school tomorrow 
1457837,1,1
1443101,1,1
109276,0,Today is 'Walk the Wight' raising money for the hospice every year. Very close to my heart &amp; I can't do it today  My 7 year old is though!
153447,0,iomiss you are lucky!  I haven't sold anything there since March 
999970,1,1
610764,0,"Just woke up, bout to call clay back. I'm so tired &amp; I think I'm getting sick "
280248,0,Might not get to golf today. It's raining 
757397,0,R.I&gt;P to Ed McMahon...  Does this mean I can't win the clearinghouse sweepstakes? Too soon.... Not soon enough I say. Celebrate his life.
801063,1,1
446339,0,@Aelfling That blows. 
1387071,1,1
144403,0,"is in work, listening to Radio 4, eating lunch and thinking she forgot to look for her pencil case in the car "
1448479,1,1
348539,0,"@dimedemeanor, yep it is the you die "
101494,0,so little time so much to do  xxxx
885245,1,1
1175572,1,1
273175,0,"I really, really, really need to find a way to work outside. I've done as much planning and reading as I can in the sun "
1584559,1,1
140756,0,at second @mtub! Once again nametagless though.  i gotta turn up earlier
591687,0,@erinlaird Owned 
867869,1,1
1185666,1,1
943398,1,1
82954,0,"Gah! Comp is acting up. Dreadfully, this means my comp goes to work with me tomorrow. Guess who's editing during lunch break? "
159748,0,"@FevEligante u already know what to do... Hot tea, sleep! Take some vitamins... Too bad u dnt have a new bed  LOL"
1170553,1,1
1202037,1,1
1439839,1,1
379436,0,Very bored up early nd nobody to talk to 
1296335,1,1
1387532,1,1
461528,0,pissed because of all the fake accounts here on twitter 
783895,0,@renehasp Howdy! Tough to have a fun day when youâre stuck in the office  yours is off to an early start though
1474846,1,1
1555741,1,1
1178505,1,1
966147,1,1
1149924,1,1
1055918,1,1
119146,0,Mexican food sounds like the best idea ever right now. Whyyyy is Arizona so far away? 
990574,1,1
973440,1,1
1233716,1,1
184421,0,"What's the point of shows like 20/20? To spread sorrow &amp; despair?? Poor, poor Etan   UGH."
439332,0,"Doing homework, so tired. Last night i had a party and i slept just 4 hours... Now i have to do an essay and then History... Whyy??? "
411147,0,I guess ima be drinking alone tonight 
1569819,1,1
407755,0,Tweet tweet. I just remembered when I was selling a phone and a bird flew into the window. And then... r.i.p Pajariir 
859838,1,1
1039674,1,1
726162,0,Watching reruns of Kim Possible and Even Stevens reminds me of my childhood LOL...this generation of kids missed out!!! Sorry 
1187340,1,1
1416322,1,1
527337,0,"I'm sooooo tired!!! I can feel myself drifting!! But MUST.REVISE.CHEM!!!  (&quot;,) &lt;3"
715611,0,been sick since yday &amp; now it's worse than ever 
177112,0,"@megaman51 Yeah, it's work. It's been busy all day and I'm tired and hungry. "
506839,0,Philly was awsome.........  Bars close too early tho. Cheesesteak super yummy. Back to work tomorrow 
1192992,1,1
377373,0,is still wearing her pjs though its late in the afternoon already 
1599832,1,1
109969,0,Just woke up. I'm soooooooooo tired 
205112,0,Had an amazing dream and is now disappointed it is not real.  and my hair looks like marie antoinette's wig right now.
1225780,1,1
1042260,1,1
510165,0,Damn i hate this cold 
26669,0,@TerenceSmelser Congrats!  Does this mean you have no more daughters left to marry off?  
229613,0,I can't believe Susan Boyle didn't win!!! She lost to a freaking dance troupe! UGHHHHH!!!! 
749041,0,@JohnLloydTaylor oh i want to be there 
1187113,1,1
1475765,1,1
1482783,1,1
1182795,1,1
135813,0,Withdrew from the Jim Gunn workshop.   I still have a month or so to apply to Viable Paradise but I'm too bummed to think about it now.
261912,0,Sick at home 
930384,1,1
827429,1,1
486254,0,misses my holly 
1373386,1,1
1193584,1,1
1183678,1,1
551850,0,lost the finals. aww geez  2-0 to taka. bad bad bad.
1551694,1,1
1279631,1,1
937444,1,1
1051218,1,1
1212231,1,1
482066,0,At dave and busters with @a_dunn and @carriebombria . We dropped @rmcbana off at airport. 
309416,0,so we stopped in the middle of the road and saved a turtle the other day.. i just realized we saved it by placing it in the median.. 
104721,0,Ugh.. not feeling so good... probably the rain mixed with driving up and down the mountains. Still got 2hrs of driving left 
292191,0,ugh my back and knee hurt so bad and i have to go ride yeller  ughhhhhhh major fml.
1031857,1,1
388932,0,has to work tonight 
87997,0,@alexhanrahan ooh any idea what?! ive lost my little red one so i'm in turmoil 
431900,0,@cchana u called this morning and no one woke me up how poo and they just told me now 
693751,0,don't want to be awake  have fun at the meet today soompiers
262954,0,@carliu  I dont knoww -facepalm- LOL
975699,1,1
1481547,1,1
107268,0,"guh, I'm starving! but I can't eat anything, already brushed my teeth &amp;&amp; such "
1090121,1,1
1542057,1,1
1138184,1,1
726266,0,"Does sleeping with two guys in a span of twenty four hours make me a whore?   Seriously though, I need answers"
1471104,1,1
362735,0,Disappointed..thought 3x the charm to finally meet @NKOTB! Someone else one the Backstage passes on the radio.... 
571560,0,without boy! poor me  like a ho without dick!! xo
1532591,1,1
1267458,1,1
1318860,1,1
599139,0,"@celz29 lol i went nuts today in kmart, the books are on sale for $14.50!!! BUT there were 3 missing from the 9 that are out  so i got 5!"
1444991,1,1
1183644,1,1
1130419,1,1
1436546,1,1
291341,0,@pim2005 ohhhhhhhhh  hehe wheeeeeeeee for socks. Bolero socks have been jolly useful in my current unable to wear shoes state.
16425,0,@rebeccaxxbeth lily allen fail 
498508,0,so....ghostusters doesn't come out till tomorrow 
174901,0,Trying to calm down kitten.  She is so rowdy.
518508,0,sad feelings.  I'm down!
772270,0,@mikeb3408  That's awesome.  I was reading TUAW and they were mentioning that story.  I want to use it but not for $100. 
678819,0,My favourite song tonight as I leave my best friend to find new beginnings is You left me by The Maine.  u will be missed rian!
529980,0,I wait for the moment when I read that the GazettE is comming to germany. when will that happen   ???
915366,1,1
451741,0,@JayLink_ I've never had one. We don't have In N Out here.  Guess I'm missing out. Maybe next time I am in Scottsdale?
1207239,1,1
128202,0,I think I have a fever. I feel like shit. SHIT. Zzz 
1381598,1,1
715904,0,Why can't I sleep  I guess I should be used to it by now... it sucks!
1354307,1,1
1571291,1,1
227750,0,@GrateWhiteDeath 
1389058,1,1
452520,0,not feeling too well today !!   a bit in the depressed mood !!  
686323,0,Sat morning and not raining.  Of course I have a horrible horrible sore throat and all I want to do is stay in bed 
1275553,1,1
1143534,1,1
453097,0,Tummy ache no bueno. 
1449319,1,1
1380481,1,1
4723,0,@mileycyrus Aww  Chin up hun! You can do it 
1590973,1,1
1085188,1,1
1519746,1,1
394622,0,Am rather I'll 
677515,0,@thomasfiss nope foget it  u should take a pic of ur new hair
472658,0,Back from Miami and off to work to focus on web site skins. 
1503199,1,1
870983,1,1
413343,0,Just bought cute buttons from Johnny Cupcakes. Such a fun store. Finally got to see it. Tarina's store was closed. 
45344,0,I miss my bonding time with my family  I wanna go hooommmeee!
855405,1,1
1380974,1,1
325602,0, whatever
1519025,1,1
1153293,1,1
369390,0,Oh maaaaan  they finally realeased the date when heroes season 3 comes out...september 1st  so looooong away!
850393,1,1
1166936,1,1
1033505,1,1
637663,0,i hate NOT having internet for several weeks 
1543381,1,1
809606,1,1
757549,0,My bed feels so empty without a second blanket on it  rofl
1469136,1,1
380571,0,"Morning, rain rain rain "
218792,0,Walter was top scorer but no placing 
964610,1,1
269515,0,@upicks it was rumored that it was a fake 
989222,1,1
1184491,1,1
363088,0,"grr, no internet in the terminal  guess I'll just have to live with CNN for entertainment..."
445041,0,dance is over 
270979,0,Man Last night Sucked bad! I was up half the night! Stupid stuff kept waking me up!  4 more days &amp; the kids will be on summer Break!!!!
839962,1,1
786225,0,@OnniesAttic Would Love to make sure I connect with you today and say Hello. Somehow missed you yesterday  DM me if you like.
1513456,1,1
52991,0,@chuckpalahniuk too bad I can't find the download because the comments have intrigued me 
278038,0,@wonderingnomad i'm getting sick too 
1493903,1,1
864819,1,1
277876,0,@LilyStarbuck am i only kind of like a friend then 
1250685,1,1
1404753,1,1
365360,0,great i gotta eat home made tacos again 
1487340,1,1
943720,1,1
446252,0,Lol i didn't know. Haha plus i was at work  
224779,0,everyones drinking beer.. but me.. tea. having a sore throat sucks. coughin all day made it hurt so much more 
351599,0,"@bengammon you would think right! No is the answer!  good thing is it looks like the project is guna come in on time, well at our end!"
645515,0,@gexxie oh joy... accounts... my fave task....  
1250415,1,1
1342639,1,1
558567,0,I so cant go to sleep 
397773,0,22000 folks paid rs. 200 and ran in the 10K run. Just 200 came to protest for Nanda road. Ashamed of Bangalore. Wait till the trees go 
1577321,1,1
1023632,1,1
485398,0,..Patiently awaiting an important e-mail from Katie at The Young Turks.. (UGH! I will go bonkers if they don't reply.. *Que screams*    x
1505272,1,1
1578962,1,1
985057,1,1
1316256,1,1
725340,0,@the_law Democrats supposely know what they are doing in the US &amp; not in foreign countries. Mr O does not know what he is doing in either 
1094576,1,1
1168636,1,1
128264,0,"@katofawesome oh i would, but i've got enough assignments of my own im afraid. and they're much more vague "
1310878,1,1
413192,0,"Watching the titanic, babysitting, alone, and no one to talk to "
209002,0,"Went to the beach today, but I couldn't swim a lot cause there was to many jelly fish and I didn't want to get stung!! "
927712,1,1
1363139,1,1
194168,0,staying home to do jh presentation  sis and mom are off to shopping
387368,0,Hey lady. Didnt hear from you last night. Hope youre not too mad 
1497208,1,1
144103,0,I'm still stuck in this crappy hospital bed! On a Friday! I'm missing all the fun! 
728513,0,"@gauthampai Its popping out some error  , when i followed the link."
1302950,1,1
667239,0,im so worried about one of my friends. he was in a wreck six weeks ago. he isn't doing well. 
353203,0,Raining the last two days here?! 
225829,0,I am in AGONY!!  why must the BEST desserts have lactose? Better yet... why do I have to be so intolerant 
839517,1,1
933986,1,1
189119,0,"@ryankanno Fun to read the way he wrote it, but I thought the story was lacking "
384638,0,Shopping to be done  Shame when I have a load of Ian M Banks books to read...
1020111,1,1
73814,0,"And according to another quiz I did (can you see I'm bored), I'm not getting married until I'm 45!  Ok gettin this ass to the gym now!"
343728,0,"@MattehPee doesn't say anything  he talks to Americans alot. Betraying basterd! LOL ... Waiting for chasers, hurry up! :@"
1179145,1,1
367514,0,watchin tori and dean &amp; wishiiiiing I had my puppies 
58924,0,"I't sunny outside, so paperwork or gardening? "
717245,0,@chicagos_threat Dont laugh  and omg you will never get a invite smh
763285,0,"Everytime I get ready to go outside to sit in the sun, the sun goes in. This would be one of those #crapsuperpowers from a few weeks back "
509681,0,Bored  Xbox got taken away...NOOO
1595902,1,1
1041032,1,1
83308,0,Working the first of five 
1581453,1,1
1368150,1,1
576140,0,@nicksohiogirl  i hate when its like this
